"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NewHaiderPPO1widSliders.nlogo"
"Experiment"
"09/17/2025 12:52:46:003 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","num-investors","patch-mean-profit","patch-min-risk","patch-max-risk","decision-time-horizon","years-simulated","[step]","mean [wealth] of turtles","sum [wealth] of turtles","count turtles with [wealth < 100000]","mean [current-utility] of turtles","mean [profit] of patches","mean [annual-risk] of patches","count patches with [profit < 500]","count patches with [profit > 15000]"
"183","15","2000","0.01","0.3","3","25","25","370983.775218188","5564756.62827282","0","490544.26514751016","4779.711693830697","0.143206003226112","41","22"
"184","15","2000","0.01","0.3","3","25","25","214513.27672781833","3217699.150917275","0","198886.77730338837","4093.0800400432017","0.13516203081879719","55","9"
"185","15","2000","0.01","0.3","3","25","25","340184.25071939226","5102763.760790884","0","327561.1898688573","4779.360248253183","0.13973524465306741","34","17"
"186","15","2000","0.01","0.3","3","25","25","386488.9548292205","5797334.322438307","0","369002.82262313436","4209.5044829812","0.13525108315954137","40","15"
"187","15","2000","0.01","0.3","3","25","25","461744.54299757234","6926168.144963585","0","611731.9819425258","5205.656655714488","0.13572038368882625","44","22"
"188","15","2000","0.01","0.3","3","25","25","269335.7569210864","4040036.353816296","0","310163.0671776626","4496.736963210124","0.14292975803181363","42","14"
"189","15","2000","0.01","0.3","3","25","25","267640.6740624892","4014610.1109373374","1","343146.7967338452","4459.70989572775","0.13887937112664256","35","17"
"190","15","2000","0.01","0.3","3","25","25","245424.39161609765","3681365.874241465","0","299360.4329707051","4937.50659221339","0.14635278012648115","37","18"
"191","15","2000","0.01","0.3","3","50","50","748438.4166269074","1.122657624940361E7","0","909690.1297822605","8172.039583229747","0.11258686904417585","22","55"
"192","15","2000","0.01","0.3","3","50","50","1433433.7197028485","2.150150579554273E7","0","1364744.0478871486","9747.985561948428","0.12026188542151268","30","66"
"193","15","2000","0.01","0.3","3","50","50","1228466.6895452694","1.842700034317904E7","0","1382993.789740405","10417.568653830052","0.12080643113425595","18","71"
"194","15","2000","0.01","0.3","3","50","50","777022.7433035531","1.1655341149553297E7","0","803514.0794517663","10678.289072703941","0.12117965598881533","21","74"
"195","15","2000","0.01","0.3","3","50","50","1528388.4320175643","2.2925826480263464E7","0","1623234.1819945353","9032.811265752493","0.12931343680058371","36","57"
"196","15","2000","0.01","0.3","3","50","50","897276.8864412039","1.3459153296618057E7","0","1078070.9799060826","8697.922500076786","0.1116655457449226","9","62"
"197","15","2000","0.01","0.3","3","50","50","1204842.694127345","1.8072640411910176E7","0","1078978.4190831317","9637.862111287834","0.11335225169631356","21","61"
"198","15","2000","0.01","0.3","3","50","50","693474.5949461892","1.0402118924192838E7","0","634768.3779417098","9978.599533120423","0.10959008822223636","26","81"
"199","15","2000","0.01","0.3","3","50","50","1133759.6597465265","1.7006394896197896E7","0","1366937.639214913","10218.799105290995","0.1131370444103227","18","81"
"200","15","2000","0.01","0.3","3","50","50","1303526.5437794207","1.955289815669131E7","0","1146679.4032646113","10693.27727904878","0.12352584652902086","16","79"
"201","15","2000","0.01","0.3","3","70","70","2375191.0393333253","3.562786558999988E7","0","2589153.8347964245","19376.058638503346","0.0986374984016837","11","137"
"202","15","2000","0.01","0.3","3","70","70","3570121.644169093","5.35518246625364E7","0","4580405.308956204","21400.45060339065","0.09525795746507708","8","140"
"203","15","2000","0.01","0.3","3","70","70","2384351.2959779184","3.5765269439668775E7","0","2851896.5786430235","18212.218396856344","0.11207220568360049","8","149"
"204","15","2000","0.01","0.3","3","70","70","1216339.2167142963","1.8245088250714444E7","0","1316511.849205627","16168.732093704175","0.09489117859749183","8","131"
"205","15","2000","0.01","0.3","3","70","70","2782177.81131052","4.17326671696578E7","0","3458956.0311205527","17803.567810078497","0.09526587342555999","8","129"
"206","15","2000","0.01","0.3","3","70","70","4404344.314442144","6.606516471663216E7","0","5127631.598403914","20670.698844643972","0.10813930048723282","9","145"
"207","15","2000","0.01","0.3","3","70","70","2484891.239253005","3.727336858879507E7","0","2760155.9829127877","15713.789930703106","0.10518905662242439","8","110"
"208","15","2000","0.01","0.3","3","70","70","2511914.07593173","3.7678711138975956E7","0","2731979.7056241487","21187.776577244404","0.09584123046488861","14","140"
"209","15","2000","0.01","0.3","3","70","70","2284629.101457693","3.42694365218654E7","0","2608092.6192996446","18323.65281052355","0.09879484878538848","9","122"
"210","15","2000","0.01","0.3","3","70","70","2037251.6093748456","3.0558774140622683E7","0","2416482.8802505294","17381.313172045815","0.09130936760564787","9","137"
"211","15","2000","0.01","0.3","6","25","25","415525.8848829813","6232888.27324472","0","619425.8735096055","4471.815996397531","0.14855235750469312","35","13"
"212","15","2000","0.01","0.3","6","25","25","307712.6447377549","4615689.671066323","0","277289.1098251038","4805.481749672814","0.15011087339754656","35","23"
"213","15","2000","0.01","0.3","6","25","25","558569.7678474615","8378546.517711923","0","465488.25761329534","4840.028275976868","0.1503105991902706","33","20"
"214","15","2000","0.01","0.3","6","25","25","258344.97797126469","3875174.6695689703","0","425230.04049253755","4681.411357310606","0.13830437144505842","30","17"
"215","15","2000","0.01","0.3","6","25","25","326135.4354747356","4892031.532121034","0","482830.9038283834","5076.588795848707","0.14398842804547446","43","24"
"216","15","2000","0.01","0.3","6","25","25","171818.4045101733","2577276.0676525994","1","264859.052890513","4224.983653505529","0.1416837395249362","43","12"
"217","15","2000","0.01","0.3","6","25","25","313639.5980149547","4704593.970224321","0","495931.0108782201","4772.597949785266","0.14125217423394856","38","18"
"218","15","2000","0.01","0.3","6","25","25","284807.9041046942","4272118.561570413","0","428476.12136828783","4912.587882457499","0.1485616742488945","43","24"
"219","15","2000","0.01","0.3","6","25","25","302757.7548812932","4541366.323219398","0","432417.80157195654","4414.192780747863","0.1512512971055724","54","13"
"220","15","2000","0.01","0.3","6","25","25","423414.0226119478","6351210.339179217","0","669713.8496411722","4984.696740772587","0.14480361504005634","34","23"
"221","15","2000","0.01","0.3","6","50","50","775617.198915656","1.1634257983734839E7","0","1073024.1929072647","9155.19124973408","0.12207613647418009","18","70"
"222","15","2000","0.01","0.3","6","50","50","1590657.8145684814","2.385986721852722E7","0","1564287.8341920632","8818.409483436444","0.11225139022569672","20","62"
"223","15","2000","0.01","0.3","6","50","50","1076305.4852946976","1.6144582279420463E7","0","1481531.540605788","8878.925218701414","0.11428111390890415","22","59"
"224","15","2000","0.01","0.3","6","50","50","957192.9160772752","1.4357893741159128E7","0","827828.0597496493","10405.155548984583","0.11685617429833914","19","80"
"225","15","2000","0.01","0.3","6","50","50","811736.1966937472","1.2176042950406209E7","0","780733.6769196067","10043.901665443733","0.11917556280664042","21","77"
"226","15","2000","0.01","0.3","6","50","50","797446.9825257858","1.1961704737886786E7","0","1105156.1561678268","10464.460697622639","0.12264715743896902","24","83"
"227","15","2000","0.01","0.3","6","50","50","986438.8481397788","1.4796582722096682E7","0","1275945.9302191038","9620.274516290381","0.12142182819674113","28","76"
"228","15","2000","0.01","0.3","6","50","50","1090378.0467146162","1.6355670700719243E7","0","1550494.0813059951","10446.49592889201","0.1089308968410091","23","79"
"229","15","2000","0.01","0.3","6","50","50","1008374.9560057918","1.5125624340086877E7","0","839699.0706189184","9465.374947107402","0.12033032336008051","23","71"
"230","15","2000","0.01","0.3","6","50","50","1144359.4297582565","1.7165391446373846E7","0","1475047.8692577695","9794.931233414422","0.12048686067386842","22","68"
"231","15","2000","0.01","0.3","6","70","70","3047056.601146892","4.570584901720338E7","0","3155949.200131315","16448.098455524174","0.09660073741983943","13","122"
"232","15","2000","0.01","0.3","6","70","70","2744240.594758818","4.116360892138227E7","0","3471562.779583999","19288.41413773176","0.10891337018927055","4","134"
"233","15","2000","0.01","0.3","6","70","70","1817207.5698888288","2.725811354833243E7","0","2553664.8219669936","18238.687629588487","0.08232177510500337","7","140"
"234","15","2000","0.01","0.3","6","70","70","2192037.80987502","3.28805671481253E7","0","3055300.430386932","18511.641777279154","0.09493530337884665","5","145"
"235","15","2000","0.01","0.3","6","70","70","2078153.9873750212","3.117230981062532E7","0","2796768.8218685044","17021.14997894509","0.10008966554727983","8","134"
"236","15","2000","0.01","0.3","6","70","70","2132404.3200169","3.19860648002535E7","0","3097471.8102446767","16994.087461248593","0.104618002125635","13","108"
"237","15","2000","0.01","0.3","6","70","70","5138083.258658615","7.707124887987922E7","0","4445881.7241662415","19181.963839744458","0.10705673887189478","8","132"
"238","15","2000","0.01","0.3","6","70","70","1702555.9999947245","2.5538339999920867E7","0","1383627.0995096387","16709.079926782637","0.09267311694507623","6","121"
"239","15","2000","0.01","0.3","6","70","70","1866919.1540457075","2.8003787310685612E7","0","2328950.685704231","15616.921932347734","0.09624047765131195","14","119"
"240","15","2000","0.01","0.3","6","70","70","2895566.047858965","4.343349071788447E7","0","3806584.945349016","18814.558435065144","0.09233607827633286","9","123"
"241","15","2000","0.01","0.3","8","25","25","275742.10372737044","4136131.5559105566","0","385081.25017122104","4684.821318583473","0.1465926768253242","55","22"
"242","15","2000","0.01","0.3","8","25","25","485460.0974670719","7281901.462006078","0","854215.1382295511","4514.0372102114625","0.14441376267773287","38","15"
"243","15","2000","0.01","0.3","8","25","25","470667.7913717864","7060016.870576796","0","585709.844797814","5099.2787543874765","0.15281298024407222","45","19"
"244","15","2000","0.01","0.3","8","25","25","288434.4378673217","4326516.568009825","0","491350.44265435985","4341.9506016921005","0.1494411795409735","36","20"
"245","15","2000","0.01","0.3","8","25","25","363129.3034886458","5446939.552329687","0","532640.1575072429","4835.726256098914","0.1467181371160585","42","17"
"246","15","2000","0.01","0.3","8","25","25","309017.5811599303","4635263.717398955","0","530486.3766244812","4606.454383528966","0.15107825079955473","43","12"
"247","15","2000","0.01","0.3","8","25","25","322789.6945852231","4841845.418778347","0","479693.6837739494","4958.1923746741","0.14117669143325157","38","17"
"248","15","2000","0.01","0.3","8","25","25","536623.082438934","8049346.23658401","0","400444.4738726886","4767.03832142351","0.13932195721975507","41","17"
"249","15","2000","0.01","0.3","8","25","25","254198.84740883033","3812982.711132455","0","425549.41626101785","4420.441594382427","0.1412851459173323","46","18"
"250","15","2000","0.01","0.3","8","25","25","208716.63427233597","3130749.5140850395","0","341537.2774179857","4664.306215865127","0.14542302763090234","38","19"
"251","15","2000","0.01","0.3","8","50","50","755878.5773926175","1.1338178660889262E7","0","1221417.041958709","9583.754528229774","0.10584825945778634","15","71"
"252","15","2000","0.01","0.3","8","50","50","953852.6096199503","1.4307789144299254E7","0","1404829.0909094769","9698.815130615534","0.13002058997447372","24","69"
"253","15","2000","0.01","0.3","8","50","50","1013332.5116720176","1.5199987675080264E7","0","1649048.030944301","9870.20182571325","0.12166337303441928","19","66"
"254","15","2000","0.01","0.3","8","50","50","976829.7615517413","1.4652446423276119E7","0","812748.8165997297","9736.879821400262","0.11599722375037888","20","71"
"255","15","2000","0.01","0.3","8","50","50","653744.2376258511","9806163.564387767","0","517787.68417951267","8806.541029447839","0.11651927934203522","22","62"
"256","15","2000","0.01","0.3","8","50","50","1109241.8698750904","1.6638628048126355E7","0","1675172.42871895","9614.727391097464","0.11648504333593782","18","69"
"257","15","2000","0.01","0.3","8","50","50","892034.8643437795","1.3380522965156693E7","0","1510820.2709027058","8970.473239094163","0.11398859739000702","18","65"
"258","15","2000","0.01","0.3","8","50","50","1084620.3535092727","1.626930530263909E7","0","1506781.1463081022","9233.851862445079","0.11340322962547178","18","68"
"259","15","2000","0.01","0.3","8","50","50","1370915.7387731716","2.0563736081597574E7","0","1147714.2256185007","10595.38387786329","0.12127358451558601","21","76"
"260","15","2000","0.01","0.3","8","50","50","1109329.5563040844","1.6639943344561266E7","0","1633467.3456113606","9917.078414901365","0.1235630598772951","16","82"
"261","15","2000","0.01","0.3","8","70","70","3567189.0837280755","5.350783625592113E7","0","5439544.3570493935","18589.399459832282","0.11264055303912662","6","145"
"262","15","2000","0.01","0.3","8","70","70","1414674.4559319555","2.1220116838979334E7","0","2061029.280439694","14815.926153420194","0.09420290803536961","4","122"
"263","15","2000","0.01","0.3","8","70","70","2704391.034158237","4.056586551237355E7","0","2196487.658580363","16786.457582164236","0.08920823991236819","9","124"
"264","15","2000","0.01","0.3","8","70","70","1978053.0066659823","2.9670795099989735E7","0","2713782.283684936","17717.423107420127","0.10067331092631315","14","132"
"265","15","2000","0.01","0.3","8","70","70","2008881.540201779","3.0133223103026684E7","0","2695716.243512355","16133.05177689398","0.08976805298674952","15","122"
"266","15","2000","0.01","0.3","8","70","70","2768620.7407979397","4.15293111119691E7","0","4513933.252508332","20331.266200611703","0.10964377149957821","13","149"
"267","15","2000","0.01","0.3","8","70","70","2063353.7417502352","3.0950306126253527E7","0","2783619.3116793823","16445.68165149707","0.09322027923222848","8","129"
"268","15","2000","0.01","0.3","8","70","70","2163557.850824625","3.245336776236938E7","0","3259268.121482395","20549.33715066377","0.09356589177877697","6","142"
"269","15","2000","0.01","0.3","8","70","70","2589786.885429872","3.884680328144808E7","0","3828384.814033275","15774.058200704792","0.09611048356006538","6","111"
"270","15","2000","0.01","0.3","8","70","70","2152548.1751734787","3.228822262760218E7","0","3026574.185765019","18058.76971601866","0.10439194128577671","10","131"
"271","15","2000","0.05","0.1","3","25","25","235633.26920853596","3534499.0381280393","0","290972.7769353125","4198.18364536885","0.06932109010672835","43","13"
"272","15","2000","0.05","0.1","3","25","25","329445.8401202246","4941687.601803369","0","372405.84681755194","4458.243456391885","0.06944617914120148","36","18"
